Airport Name,City,IATA,latitude,longitude
Greater Portsmouth Regional Airport,Portsmouth,PMH,38.84049988,-82.84729767
Port Moller Airport,Cold Bay,PML,56.00600052,-160.5610046
Ponca City Regional Airport,Ponca City,PNC,36.73199844,-97.09980011
Northeast Philadelphia Airport,Philadelphia,PNE,40.081902,-75.010597
Pensacola Regional Airport,Pensacola,PNS,30.47340012,-87.18659973
Pope Field,Fort Bragg,POB,35.17089844,-79.01450348
Brackett Field,La Verne,POC,34.09159851,-117.7819977
Polk Army Air Field,Fort Polk,POE,31.0447998,-93.1917038
Poplar Bluff Municipal Airport,Poplar Bluff,POF,36.77389908,-90.32489777
Dutchess County Airport,Poughkeepsie,POU,41.62659836,-73.88420105
Perry Lefors Field,Pampa,PPA,35.61299896,-100.9960022
Prospect Creek Airport,Prospect Creek,PPC,66.81410217,-150.6439972
Tri-City Airport,Parsons,PPF,37.32989883,-95.5062027
Pompano Beach Airpark,Pompano Beach,PPM,26.24710083,-80.11109924
Northern Maine Regional Airport at Presque Isle,Presque Isle,PQI,46.68899918,-68.0447998
Paso Robles Municipal Airport,Paso Robles,PRB,35.67290115,-120.6269989
Ernest A. Love Field,Prescott,PRC,34.65449905,-112.4199982
Cox Field,Paris,PRX,33.63660049,-95.45079803
Prineville Airport,Prineville,PRZ,44.28699875,-120.9039993
Tri Cities Airport,Pasco,PSC,46.26470184,-119.1190033
Petersburg James A Johnson Airport,Petersburg,PSG,56.80170059,-132.9450073
Portsmouth International at Pease Airport,Portsmouth,PSM,43.07789993,-70.82330322
Palm Springs International Airport,Palm Springs,PSP,33.82970047,-116.5070038
Palacios Municipal Airport,Palacios,PSX,28.72750092,-96.25099945
Port Alsworth Airport,Port alsworth,PTA,60.201681,-154.325863
Dinwiddie County Airport,Petersburg,PTB,37.18379974,-77.50740051
Port Heiden Airport,Port Heiden,PTH,56.95909882,-158.6329956
Oakland County International Airport,Pontiac,PTK,42.66550064,-83.42009735
Pratt Regional Airport,Pratt,PTT,37.70159912,-98.74690247
Platinum Airport,Port Moller,PTU,59.01139832,-161.8200073
Pueblo Memorial Airport,Pueblo,PUB,38.28910065,-104.4970016
Carbon County Regional/Buck Davis Field,Price,PUC,39.61389923,-110.7509995
Pullman Moscow Regional Airport,Pullman,PUW,46.7439,-117.110001
Provincetown Municipal Airport,Provincetown,PVC,42.07189941,-70.2213974
Theodore Francis Green State Airport,Providence,PVD,41.732601,-71.420403
Pike County-Hatcher Field,Pikeville,PVL,37.5617981,-82.56639862
Provo Municipal Airport,Provo,PVU,40.21920013,-111.7229996
Wiley Post Airport,Oklahoma City,PWA,35.53419876,-97.64710236
Chicago Executive Airport,Chicago-Wheeling,PWK,42.114222,-87.901494
Portland International Jetport Airport,Portland,PWM,43.64619827,-70.30930328
Bremerton National Airport,Bremerton,PWT,47.49020004,-122.7649994
Ralph Wenz Field,Pinedale,PWY,42.79550171,-109.8069992
Plymouth Municipal Airport,Plymouth,PYM,41.909,-70.728798
John H Batten Airport,Racine,RAC,42.76060104,-87.81520081
Riverside Municipal Airport,Riverside,RAL,33.95190048,-117.4449997
Rapid City Regional Airport,Rapid City,RAP,44.04529953,-103.0569992
Dallas Executive Airport,Dallas,RBD,32.68090057,-96.86820221
French Valley Airport,Murrieta-Temecula,RBK,33.57419968,-117.1279984
Red Bluff Municipal Airport,Red Bluff,RBL,40.15069962,-122.2519989
Ruby Airport,Ruby,RBY,64.72720337,-155.4700012
Ellsworth Air Force Base,Rapid City,RCA,44.14500046,-103.1039963
Red Dog Airport,Red Dog,RDB,68.03209686,-162.8990021
Redding Municipal Airport,Redding,RDD,40.50899887,-122.2929993
Reading Regional Carl A Spaatz Field,Reading,RDG,40.37850189,-75.96520233
Roberts Field,Redmond-Bend,RDM,44.2541008,-121.1500015
Grand Forks Air Force Base,Red River,RDR,47.96110153,-97.40119934
Raleigh Durham International Airport,Raleigh-durham,RDU,35.87760162,-78.78749847
Chicago Rockford International Airport,Rockford,RFD,42.19540024,-89.09719849
Rhinelander Oneida County Airport,Rhinelander,RHI,45.63119888,-89.46749878
Reid-Hillview Airport of Santa Clara County,San Jose,RHV,37.332901,-121.8190002
Richmond International Airport,Richmond,RIC,37.50519943,-77.31970215
Garfield County Regional Airport,Rifle,RIL,39.526299,-107.726997
March ARB Airport,Riverside,RIV,33.880699,-117.259003
Riverton Regional Airport,Riverton WY,RIW,43.06420136,-108.4599991
Knox County Regional Airport,Rockland,RKD,44.06010056,-69.09919739
Rock Hill - York County Airport,Rock Hill,RKH,34.9878006,-81.05719757
Aransas County Airport,Rockport,RKP,28.08679962,-97.04460144
Southwest Wyoming Regional Airport,Rock Springs,RKS,41.5942,-109.065001
Griffiss International Airport,Rome,RME,43.23379898,-75.40699768
Richard B Russell Airport,Rome,RMG,34.3506012,-85.15799713
Mariposa Yosemite Airport,Mariposa,RMY,37.51089859,-120.0400009
Randolph Air Force Base,San Antonio,RND,29.52969933,-98.27890015
Reno Tahoe International Airport,Reno,RNO,39.49909973,-119.7679977
Renton Municipal Airport,Renton,RNT,47.49309921,-122.2160034
Jasper County Airport,Rensselaer,RNZ,40.94789886,-87.18260193
Roanoke–Blacksburg Regional Airport,Roanoke VA,ROA,37.3255,-79.975403
Greater Rochester International Airport,Rochester,ROC,43.1189003,-77.67240143
Roswell International Air Center Airport,Roswell,ROW,33.30160141,-104.5309982
Russian Mission Airport,Russian Mission,RSH,61.77888489,-161.319458
Russell Municipal Airport,Russell,RSL,38.87210083,-98.8117981
Rochester International Airport,Rochester,RST,43.90829849,-92.5
Southwest Florida International Airport,Fort Myers,RSW,26.53619957,-81.75520325
Raton Municipal-Crews Field,Raton,RTN,36.74150085,-104.5019989
Sierra Blanca Regional Airport,Ruidoso,RUI,33.46279907,-105.5350037
Rutland - Southern Vermont Regional Airport,Rutland,RUT,43.52939987,-72.94960022
Richard Lloyd Jones Jr Airport,Tulsa,RVS,36.03960037,-95.98459625
Redwood Falls Municipal Airport,Redwood Falls,RWF,44.54719925,-95.08229828
Rocky Mount Wilson Regional Airport,Rocky Mount,RWI,35.85630035,-77.89189911
Rawlins Municipal Airport/Harvey Field,Rawlins,RWL,41.80559921,-107.1999969
Shively Field,SARATOGA,SAA,41.444901,-106.823997
Sacramento Executive Airport,Sacramento,SAC,38.51250076,-121.4929962
Safford Regional Airport,Safford,SAD,32.85480118,-109.6350021
Santa Fe Municipal Airport,Santa Fe,SAF,35.61709976,-106.0889969
San Diego International Airport,San Diego,SAN,32.73360062,-117.1900024
San Antonio International Airport,San Antonio,SAT,29.53370094,-98.46980286
Savannah Hilton Head International Airport,Savannah,SAV,32.12760162,-81.20210266
Santa Barbara Municipal Airport,Santa Barbara,SBA,34.42620087,-119.8399963
San Bernardino International Airport,San Bernardino,SBD,34.09540176,-117.2350006
Sheboygan County Memorial Airport,Sheboygan,SBM,43.76959991,-87.85140228
South Bend Regional Airport,South Bend,SBN,41.70869827,-86.31729889
San Luis County Regional Airport,San Luis Obispo,SBP,35.23680115,-120.6419983
Steamboat Springs Bob Adams Field,Steamboat Springs,SBS,40.5163002,-106.8659973
Salisbury Ocean City Wicomico Regional Airport,Salisbury,SBY,38.34049988,-75.51029968
Deadhorse Airport,Deadhorse,SCC,70.19470215,-148.4649963
University Park Airport,State College Pennsylvania,SCE,40.84930038,-77.84870148
Scottsdale Airport,Scottsdale,SCF,33.6228981,-111.9110031
Schenectady County Airport,Scotia NY,SCH,42.85250092,-73.92890167
Stockton Metropolitan Airport,Stockton,SCK,37.89419937,-121.237999
Scammon Bay Airport,Scammon Bay,SCM,61.84529877,-165.5709991
Louisville International Standiford Field,Louisville,SDF,38.1744,-85.736
Brown Field Municipal Airport,San Diego,SDM,32.57229996,-116.9800034
Sand Point Airport,Sand Point,SDP,55.31499863,-160.522995
Sedona Airport,Sedona,SDX,34.84859848,-111.788002
Sidney - Richland Regional Airport,Sidney,SDY,47.706902,-104.193001
Seattle Tacoma International Airport,Seattle,SEA,47.449001,-122.308998
Gillespie Field,El Cajon,SEE,32.82619858,-116.9720001
Sebring Regional Airport,Sebring,SEF,27.45639992,-81.3423996
Craig Field,Selma,SEM,32.34389877,-86.9878006
Stephenville Clark Regional Airport,Stephenville,SEP,32.21530151,-98.17769623
Orlando Sanford International Airport,Sanford,SFB,28.77759933,-81.23750305
Felts Field,Spokane,SFF,47.68280029,-117.322998
San Francisco International Airport,San Francisco,SFO,37.61899948,-122.375
North Central State Airport,Smithfield,SFZ,41.92079926,-71.49140167
Springfield Branson National Airport,Springfield,SGF,37.24570084,-93.38860321
Springfield-Beckley Municipal Airport,Springfield,SGH,39.84030151,-83.84020233
Sugar Land Regional Airport,Sugar Land,SGR,29.62229919,-95.65650177
St George Municipal Airport,Saint George,SGU,37.036389,-113.510306
Skagway Airport,Skagway,SGY,59.46009827,-135.3159943
Shenandoah Valley Regional Airport,Weyers Cave,SHD,38.26380157,-78.89640045
Shungnak Airport,Shungnak,SHG,66.88809967,-157.1620026
Shishmaref Airport,Shishmaref,SHH,66.249604,-166.089112
Sanderson Field,Shelton,SHN,47.23360062,-123.1480026
Sheridan County Airport,Sheridan,SHR,44.76919937,-106.9800034
Shreveport Regional Airport,Shreveport,SHV,32.446602,-93.8256
Shageluk Airport,Shageluk,SHX,62.69229889,-159.5690002
Sikeston Memorial Municipal Airport,Sikeston,SIK,36.89889908,-89.5617981
Sitka Rocky Gutierrez Airport,Sitka,SIT,57.04710007,-135.3619995
Norman Y. Mineta San Jose International Airport,San Jose,SJC,37.362598,-121.929001
San Angelo Regional Mathis Field,San Angelo,SJT,31.35770035,-100.4960022
Fairchild Air Force Base,Spokane,SKA,47.61510086,-117.6559982
Lackland Air Force Base,San Antonio,SKF,29.38419914,-98.58110046
Shaktoolik Airport,Shaktoolik,SKK,64.37110138,-161.223999
Griffing Sandusky Airport,Sandusky,SKY,41.4333992,-82.65229797
Salt Lake City International Airport,Salt Lake City,SLC,40.78839874,-111.9779968
Salem Municipal Airport/McNary Field,Salem,SLE,44.90950012,-123.0029984
Adirondack Regional Airport,Saranac Lake,SLK,44.38529968,-74.20619965
Salina Municipal Airport,Salina,SLN,38.79100037,-97.65219879
Sleetmute Airport,Sleetmute,SLQ,61.70050049,-157.1660004
Smith Field,Fort Wayne IN,SMD,41.14339828,-85.15280151
Lake Cumberland Regional Airport,Somerset,SME,37.05339813,-84.61589813
Sacramento International Airport,Sacramento,SMF,38.69540024,-121.5910034
St Michael Airport,St. Michael,SMK,63.49010086,-162.1100006
Lemhi County Airport,Salmon,SMN,45.12379837,-113.8809967
Santa Monica Municipal Airport,Santa Monica,SMO,34.01580048,-118.4509964
Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,SMX,34.89889908,-120.4570007
John Wayne Airport-Orange County Airport,Santa Ana,SNA,33.67570114,-117.8679962
St Paul Island Airport,St. Paul Island,SNP,57.16730118,-170.2200012
Salinas Municipal Airport,Salinas,SNS,36.66279984,-121.6060028
Sidney Municipal-Lloyd W Carr Field,Sidney,SNY,41.10129929,-102.9850006
Moore County Airport,Pinehurst-Southern Pines,SOP,35.23740005,-79.3911972
Seldovia Airport,Seldovia,SOV,59.44240189,-151.7039948
Show Low Regional Airport,Show Low,SOW,34.26549912,-110.0059967
Spartanburg Downtown Memorial Airport,Spartangurg,SPA,34.91569901,-81.95649719
Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,SPF,44.4803009,-103.7829971
Albert Whitted Airport,St. Petersburg,SPG,27.7651,-82.626999
Abraham Lincoln Capital Airport,Springfield,SPI,39.84410095,-89.67790222
Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,SPS,33.9888,-98.491898
Spencer Municipal Airport,Spencer,SPW,43.16550064,-95.20279694
Santa Ynez Airport,Santa Ynez,SQA,34.60680008,-120.0759964
San Carlos Airport,San Carlos,SQL,37.51190186,-122.25
Sarasota Bradenton International Airport,Sarasota,SRQ,27.39539909,-82.55439758
Shaw Air Force Base,Sumter,SSC,33.97269821,-80.47059631
Stinson Municipal Airport,Stinson,SSF,29.33699989,-98.47109985
Malcolm McKinnon Airport,Brunswick,SSI,31.15180016,-81.39129639
St Cloud Regional Airport,Saint Cloud,STC,45.54660034,-94.05989838
Stevens Point Municipal Airport,Stevens Point,STE,44.54520035,-89.53029633
St George Airport,Point Barrow,STG,56.57830048,-169.6620026
Rosecrans Memorial Airport,Rosecrans,STJ,39.77190018,-94.90969849
Sterling Municipal Airport,Sterling,STK,40.61529922,-103.2649994
St Louis Lambert International Airport,St. Louis,STL,38.748697,-90.370003
St Paul Downtown Holman Field,St. Paul,STP,44.93450165,-93.05999756
Charles M. Schulz Sonoma County Airport,Santa Rosa,STS,38.50899887,-122.8130035
Witham Field,Stuart,SUA,27.18169975,-80.22109985
Friedman Memorial Airport,Hailey,SUN,43.50439835,-114.2959976
Spirit of St Louis Airport,Null,SUS,38.66210175,-90.65200043
Travis Air Force Base,Fairfield,SUU,38.26269913,-121.927002
Sioux Gateway Col. Bud Day Field,Sioux City,SUX,42.40259933,-96.38439941
Savoonga Airport,Savoonga,SVA,63.68640137,-170.4929962
Statesville Regional Airport,Statesville,SVH,35.76530075,-80.9539032
Hunter Army Air Field,Hunter Aaf,SVN,32.00999832,-81.14569855
Sparrevohn LRRS Airport,Sparrevohn,SVW,61.09740067,-155.5740051
Seward Airport,Seward,SWD,60.12689972,-149.4190063
Stewart International Airport,Newburgh,SWF,41.5041008,-74.10479736
Stillwater Regional Airport,Stillwater,SWO,36.16120148,-97.08570099
Soldotna Airport,Soldotna,SXQ,60.47570038,-151.0339966
Eareckson Air Station,Shemya,SYA,52.71229935,174.1139984
Syracuse Hancock International Airport,Syracuse,SYR,43.11119843,-76.10630035
Whiteman Air Force Base,Knobnoster,SZL,38.7303009,-93.54789734
Waynesville-St. Robert Regional Forney field,Fort Leonardwood,TBN,37.74160004,-92.14070129
Statesboro Bulloch County Airport,Statesboro,TBR,32.48270035,-81.73690033
Tucumcari Municipal Airport,Tucumcari,TCC,35.18280029,-103.6029968
Tuscaloosa Regional Airport,Tuscaloosa AL,TCL,33.22060013,-87.61139679
McChord Air Force Base,Tacoma,TCM,47.13769913,-122.4759979
Truth Or Consequences Municipal Airport,Truth Or Consequences,TCS,33.23690033,-107.2720032
Teterboro Airport,Teterboro,TEB,40.85010147,-74.06079865
Telluride Regional Airport,Telluride,TEX,37.9538002,-107.9079971
Tinker Air Force Base,Oklahoma City,TIK,35.41469955,-97.38659668
Tacoma Narrows Airport,Tacoma,TIW,47.26789856,-122.5780029
Space Coast Regional Airport,Titusville,TIX,28.51479912,-80.79920197
Talkeetna Airport,Talkeetna,TKA,62.32049942,-150.0939941
Truckee Tahoe Airport,Truckee,TKF,39.31999969,-120.1399994
Tok Junction Airport,Tok,TKJ,63.32949829,-142.9539948
Teller Airport,Teller,TLA,65.24040222,-166.3390045
Tallahassee Regional Airport,Tallahassee,TLH,30.39649963,-84.35030365
Tatalina LRRS Airport,Tatalina,TLJ,62.89440155,-155.977005
Henry Tift Myers Airport,Tifton,TMA,31.42900085,-83.4885025
Kendall-Tamiami Executive Airport,Kendall-tamiami,TMB,25.64789963,-80.43280029
Tin City Long Range Radar Station Airport,Tin City,TNC,65.56310272,-167.9219971
Dade Collier Training and Transition Airport,Miami,TNT,25.86179924,-80.89700317
Zamperini Field,Torrance,TOA,33.80339813,-118.3399963
Toccoa Airport - R.G. Letourneau Field,Toccoa,TOC,34.59379959,-83.29579926
Togiak Airport,Togiak Village,TOG,59.05279922,-160.3970032
Troy Municipal Airport at N Kenneth Campbell Field,Troy,TOI,31.860399,-86.012101
Toledo Express Airport,Toledo,TOL,41.58679962,-83.80780029
Philip Billard Municipal Airport,Topeka,TOP,39.06869888,-95.62249756
Tampa International Airport,Tampa,TPA,27.97550011,-82.53320313
Peter O Knight Airport,Tampa,TPF,27.91559982,-82.44930267
Tonopah Airport,Tonopah,TPH,38.06019974,-117.086998
Draughon Miller Central Texas Regional Airport,Temple,TPL,31.15250015,-97.40779877
Tri-Cities Regional TN/VA Airport,BRISTOL,TRI,36.475201,-82.407401
Jacqueline Cochran Regional Airport,Palm Springs,TRM,33.62670135,-116.1600037
Taos Regional Airport,Taos,TSM,36.45819855,-105.6719971
Portland Troutdale Airport,Troutdale,TTD,45.54940033,-122.401001
Trenton Mercer Airport,Trenton,TTN,40.27669907,-74.81349945
Tulsa International Airport,Tulsa,TUL,36.19839859,-95.88809967
Tupelo Regional Airport,Tupelo,TUP,34.26810074,-88.76989746
Tucson International Airport,Tucson,TUS,32.11610031,-110.9410019
Cherry Capital Airport,Traverse City,TVC,44.74140167,-85.5821991
Thief River Falls Regional Airport,Thief River Falls,TVF,48.06570053,-96.18499756
Thomasville Regional Airport,Thomasville,TVI,30.90159988,-83.88130188
Lake Tahoe Airport,South Lake Tahoe,TVL,38.89390182,-119.9950027
Joslin Field Magic Valley Regional Airport,Twin Falls,TWF,42.4818,-114.487999
Texarkana Regional Webb Field,Texarkana,TXK,33.45370102,-93.99099731
Tyler Pounds Regional Airport,Tyler,TYR,32.35409927,-95.40239716
McGhee Tyson Airport,Knoxville,TYS,35.81100082,-83.9940033
Taszár Air Base,Columbus,TZR,46.39310074,17.91749954
Bermuda Dunes Airport,Palm Springs,UDD,33.74840164,-116.2750015
Waukegan National Airport,Chicago,UGN,42.42219925,-87.86789703
Quincy Regional Baldwin Field,Quincy,UIN,39.94269943,-91.19460297
Ukiah Municipal Airport,Ukiah,UKI,39.12599945,-123.2009964
Quakertown Airport,Quakertown,UKT,40.43519974,-75.38189697
Unalakleet Airport,Unalakleet,UNK,63.88840103,-160.798996
Franklin County Airport,Sewanee,UOS,35.20510101,-85.89810181
University Oxford Airport,Oxford,UOX,34.38430023,-89.53679657
Upolu Airport,Opolu,UPP,20.26530075,-155.8600006
Concord-Padgett Regional Airport,Concord,USA,35.387798,-80.709099
Northeast Florida Regional Airport,St. Augustine Airport,UST,29.9592,-81.339798
Tunica Municipal Airport,Tunica,UTM,34.68099976,-90.34670258
Indian Mountain LRRS Airport,Indian Mountains,UTO,65.99279785,-153.7039948
Ugnu-Kuparuk Airport,Kuparuk,UUK,70.33080292,-149.5980072
Garner Field,Uvalde,UVA,29.2112999,-99.74359894
Moody Air Force Base,Valdosta,VAD,30.96780014,-83.19300079
Chevak Airport,Chevak,VAK,61.5409,-165.6005
Vandenberg Air Force Base,Lompoc,VBG,34.73730087,-120.5839996
Victoria Regional Airport,Victoria,VCT,28.8526001,-96.91850281
Southern California Logistics Airport,Victorville,VCV,34.59749985,-117.3830032
Vidalia Regional Airport,Vidalia,VDI,32.19269943,-82.37120056
Valdez Pioneer Field,Valdez,VDZ,61.13389969,-146.2480011
Venetie Airport,Venetie,VEE,67.00869751,-146.3659973
Vernal Regional Airport,Vernal,VEL,40.4408989,-109.5100021
North Las Vegas Airport,Las Vegas,VGT,36.21070099,-115.1940002
Visalia Municipal Airport,Visalia,VIS,36.31869888,-119.3929977
Valdosta Regional Airport,Valdosta,VLD,30.78249931,-83.27670288
Venice Municipal Airport,Venice,VNC,27.07159996,-82.44029999
Van Nuys Airport,Van Nuys,VNY,34.20980072,-118.4899979
Volk Field,Camp Douglas,VOK,43.93899918,-90.25340271
Destin-Ft Walton Beach Airport,Valparaiso,VPS,30.4832,-86.525398
Porter County Municipal Airport,Valparaiso IN,VPZ,41.45399857,-87.00710297
Cecil Airport,Jacksonville,VQQ,30.21870041,-81.87670136
Vero Beach Regional Airport,Vero Beach,VRB,27.6556,-80.417901
Miller Field,Valentine,VTN,42.85779953,-100.5479965
Illinois Valley Regional Airport-Walter A Duncan Field,Peru,VYS,41.351898,-89.153099
Wales Airport,Wales,WAA,65.622593,-168.095
Wallops Flight Facility Airport,Wallops Island,WAL,37.94020081,-75.46640015
Beaver Airport,Beaver,WBQ,66.36219788,-147.4069977
Boulder Municipal Airport,Boulder,WBU,40.03939819,-105.2259979
Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,WBW,41.29719925,-75.85119629
Barrow County Airport,Winder,WDR,33.98289871,-83.66739655
Northern Aroostook Regional Airport,Frenchville,WFK,47.28549957,-68.31279755
Whiteman Airport,Los Angeles,WHP,34.25930023,-118.413002
General WM J Fox Airfield,Lancaster,WJF,34.74110031,-118.2190018
Aleknagik / New Airport,Aleknagik,WKK,59.2826004,-158.6179962
Waikoloa Heliport,Waikoloa Village,WKL,19.9205,-155.8607
Strother Field,Winfield,WLD,37.16859818,-97.03759766
Selawik Airport,Selawik,WLK,66.60009766,-159.9859924
Winnemucca Municipal Airport,Winnemucca,WMC,40.89659882,-117.8059998
Ozark Regional Airport,Mountain Home,WMH,36.3689003,-92.47049713
White Mountain Airport,White Mountain,WMO,64.68920136,-163.4129944
Napakiak Airport,Napakiak,WNA,60.69029999,-161.9790039
Robins Air Force Base,Macon,WRB,32.64009857,-83.59190369
Wrangell Airport,Wrangell,WRG,56.48429871,-132.3699951
Mc Guire Air Force Base,Wrightstown,WRI,40.0155983,-74.59169769
Worland Municipal Airport,Worland,WRL,43.96569824,-107.9509964
Condron Army Air Field,White Sands,WSD,32.34149933,-106.4029999
South Naknek Nr 2 Airport,South Naknek,WSN,58.70339966,-157.0079956
Westerly State Airport,Washington County,WST,41.34960175,-71.80339813
Noatak Airport,Noatak,WTK,67.56610107,-162.9750061
Watsonville Municipal Airport,Watsonville,WVI,36.93569946,-121.7900009
Wasilla Airport,Wasilla,WWA,61.57170105,-149.5399933
Cape May County Airport,Wildwood,WWD,39.00849915,-74.90830231
West Woodward Airport,Woodward,WWR,36.438,-99.5226667
Yellowstone Airport,West Yellowstone,WYS,44.68840027,-111.1179962
Northwest Arkansas Regional Airport,Bentonville,XNA,36.281898,-94.306801
Tonopah Test Range Airport,Tonopah,XSD,37.79880142,-116.7809982
Yakutat Airport,Yakutat,YAK,59.50329971,-139.6600037
Willow Run Airport,Detroit,YIP,42.23789978,-83.53040314
Yakima Air Terminal McAllister Field,Yakima,YKM,46.56819916,-120.5439987
Chan Gurney Municipal Airport,Yankton,YKN,42.91669846,-97.3859024
Youngstown Warren Regional Airport,Youngstown,YNG,41.26070023,-80.67910004
Yuma MCAS/Yuma International Airport,Yuma,YUM,32.65660095,-114.6060028
Zephyrhills Municipal Airport,Zephyrhills,ZPH,28.22820091,-82.15589905
Zanesville Municipal Airport,Zanesville,ZZV,39.94440079,-81.89209747
